,holding
2000-05-01,"[('AAPL', 1.010045051574707, 0), ('ADBE', 29.921875, 0), ('AMD', 46.0, 0), ('AMD', 46.0, 0), ('DGX', 14.90625, 0), ('EOG', 7.109375, 0), ('FAST', 4.117187976837158, 0), ('LH', 15.734375, 0), ('NTAP', 69.875, 0), ('NVDA', 1.9192709922790527, 0), ('PENN', 0.6570770144462585, 0), ('PWR', 55.625, 0), ('QCOM', 54.875, 0), ('QCOM', 54.875, 0), ('REGN', 30.25, 0), ('RHI', 30.78125, 0), ('TECH', 39.71875, 0), ('TRMB', 6.0, 0), ('VRTX', 30.3125, 0), ('WDC', 6.5625, 0)]"
2000-05-08,"[('AAPL', 0.9609379768371582, 0), ('ADBE', 27.046875, -1), ('AMD', 42.84375, 0), ('AMD', 42.84375, 0), ('DGX', 16.75, 0), ('EOG', 7.421875, 0), ('FAST', 4.335937976837158, 0), ('LH', 17.34375, 0), ('NTAP', 58.1875, 0), ('NVDA', 1.6614580154418945, 0), ('PENN', 0.7135990262031555, 0), ('PWR', 52.75, 0), ('QCOM', 49.0, 0), ('QCOM', 49.0, 0), ('REGN', 26.5, 0), ('RHI', 30.96875, 0), ('TECH', 37.125, 0), ('TRMB', 6.0, 0), ('VRTX', 30.75, 0), ('WDC', 5.75, 0)]"
2000-05-15,"[('AAPL', 0.8392860293388367, -1), ('AMD', 41.90625, 0), ('AMD', 41.90625, 0), ('DGX', 15.40625, 0), ('EOG', 7.765625, 0), ('FAST', 4.179687976837158, 0), ('LH', 17.21875, 0), ('NTAP', 65.125, 0), ('NVDA', 2.1276040077209473, 0), ('PENN', 0.7206649780273438, 0), ('PWR', 51.375, 0), ('QCOM', 44.59375, -1), ('QCOM', 44.59375, -1), ('REGN', 23.625, 0), ('RHI', 29.53125, 0), ('TECH', 34.75, 0), ('TRMB', 6.3020830154418945, 0), ('VRTX', 32.53125, 0), ('WDC', 5.1875, 0), ('WDC', 5.1875, 0)]"
2000-05-22,"[('AMD', 37.0, 0), ('AMD', 37.0, 0), ('DGX', 17.71875, 0), ('EOG', 7.5, 0), ('FAST', 3.710937976837158, 0), ('FAST', 3.710937976837158, 0), ('LH', 17.078125, 0), ('NTAP', 58.3125, 0), ('NVDA', 2.198568105697632, 0), ('PENN', 0.7312629818916321, 0), ('PWR', 44.9375, -1), ('REGN', 19.625, 0), ('RHI', 29.0625, 0), ('TECH', 34.8125, 0), ('TRMB', 6.4895830154418945, 0), ('VRTX', 32.125, 0), ('WDC', 4.625, -1), ('WDC', 4.625, -1)]"
2000-05-29,"[('AMD', 45.0625, 0), ('AMD', 45.0625, 0), ('DGX', 16.6875, 0), ('EOG', 7.625, 0), ('FAST', 4.09375, 0), ('FAST', 4.09375, 0), ('JKHY', 24.28125, 0), ('LH', 17.6875, 0), ('MU', 79.25, 0), ('NTAP', 74.4375, 0), ('NVDA', 2.740885019302368, 0), ('PENN', 0.8301770091056824, 0), ('PXD', 14.3125, 0), ('REGN', 24.859375, 0), ('RHI', 31.5, 0), ('TECH', 47.625, 0), ('TRMB', 7.5, 0), ('VRTX', 41.5, 0)]"
2000-06-05,"[('AMD', 44.375, 0), ('AMD', 44.375, 0), ('DGX', 15.390625, -1), ('EOG', 7.921875, 0), ('FAST', 3.484375, -1), ('FAST', 3.484375, -1), ('JKHY', 24.21875, 0), ('LH', 16.28125, 0), ('MU', 80.0, 0), ('NTAP', 85.125, 0), ('NVDA', 2.634114980697632, 0), ('PENN', 0.7842530012130737, 0), ('PWR', 57.375, 0), ('PXD', 13.5625, -1), ('REGN', 27.125, 0), ('RHI', 30.71875, 0), ('TECH', 46.46875, 0), ('TRMB', 8.302083015441895, 0), ('VRTX', 41.6875, 0)]"
2000-06-12,"[('ABC', 7.359375, 0), ('AMD', 41.25, 0), ('AMD', 41.25, 0), ('DGX', 16.15625, 0), ('EOG', 8.65625, 0), ('GLW', 82.0, 0), ('JKHY', 25.96875, 0), ('LH', 16.96875, 0), ('MU', 77.375, 0), ('NTAP', 79.9375, 0), ('NVDA', 3.1197919845581055, 0), ('PENN', 0.8407750129699707, 0), ('PWR', 62.0625, 0), ('REGN', 25.578125, 0), ('RHI', 30.0, 0), ('TECH', 56.09375, 0), ('TRMB', 7.7083330154418945, 0), ('VRTX', 45.0, 0), ('WAT', 60.0, 0)]"
2000-06-19,"[('ABC', 7.109375, 0), ('AMD', 43.875, 0), ('AMD', 43.875, 0), ('DGX', 17.5, 0), ('EOG', 8.265625, 0), ('GLW', 80.0, 0), ('JKHY', 22.96875, 0), ('LH', 18.59375, 0), ('MU', 88.5, 0), ('NTAP', 76.9375, 0), ('NVDA', 3.084635019302368, 0), ('PENN', 0.8125140070915222, 0), ('PWR', 57.75, 0), ('REGN', 25.6875, 0), ('RHI', 28.625, -1), ('TECH', 55.53125, 0), ('TRMB', 7.0625, 0), ('VRTX', 48.4375, 0), ('WAT', 56.5, 0)]"
2000-06-26,"[('ABC', 7.753905773162842, 0), ('AMD', 38.625, 0), ('AMD', 38.625, 0), ('DGX', 18.6875, 0), ('EOG', 8.351563453674316, 0), ('GLW', 88.0, 0), ('JKHY', 25.0625, 0), ('JNPR', 145.5625, 0), ('LH', 19.27734375, 0), ('MU', 88.0625, 0), ('NTAP', 80.5, 0), ('NVDA', 2.648437976837158, 0), ('PENN', 0.7701219916343689, 0), ('PWR', 55.0, 0), ('REGN', 29.8125, 0), ('TDY', 18.875, 0), ('TECH', 65.0, 0), ('TRMB', 8.135416984558105, 0), ('VRTX', 52.6875, 0), ('WAT', 62.4296875, 0)]"
2000-07-03,"[('ABC', 8.671875, 0), ('AMD', 41.0, 0), ('AMD', 41.0, 0), ('DGX', 19.671875, 0), ('EOG', 7.5, 0), ('GLW', 85.5625, 0), ('JKHY', 24.6875, 0), ('JNPR', 147.3125, 0), ('LH', 20.15625, 0), ('MU', 89.5, 0), ('NTAP', 81.5625, 0), ('NVDA', 2.4244790077209473, -1), ('PENN', 0.826645016670227, 0), ('PWR', 56.75, 0), ('REGN', 29.625, 0), ('TDY', 17.0625, 0), ('TECH', 68.3125, 0), ('TRMB', 7.9583330154418945, 0), ('VRTX', 61.71875, 0), ('WAT', 65.25, 0)]"
2000-07-10,"[('ABC', 7.609375, 0), ('AMD', 45.0, 0), ('AMD', 45.0, 0), ('BLK', 33.875, 0), ('DGX', 25.984375, 0), ('DVA', 2.4791669845581055, 0), ('EOG', 7.875, 0), ('GLW', 89.0, 0), ('JKHY', 24.8125, 0), ('JNPR', 174.75, 0), ('LH', 22.53125, 0), ('MU', 96.5625, 0), ('NTAP', 96.125, 0), ('PENN', 0.8478410243988037, 0), ('PWR', 46.0, -1), ('REGN', 27.75, 0), ('TDY', 17.375, 0), ('TECH', 62.8125, 0), ('TRMB', 9.697916984558105, 0), ('VRTX', 57.5, 0), ('WAT', 66.0, 0)]"
2000-07-17,"[('ABC', 7.75, 0), ('AMD', 40.0625, 0), ('AMD', 40.0625, 0), ('BLK', 33.8125, 0), ('DGX', 25.046875, 0), ('DVA', 2.3958330154418945, 0), ('DVA', 2.3958330154418945, 0), ('EOG', 7.015625, -1), ('GLW', 94.41666412353516, 0), ('JKHY', 24.5625, 0), ('JNPR', 160.8125, 0), ('LH', 24.296875, 0), ('MU', 82.5, 0), ('NTAP', 109.375, 0), ('PENN', 0.8478410243988037, 0), ('REGN', 28.6875, 0), ('TDY', 18.9375, 0), ('TECH', 58.0625, 0), ('TRMB', 7.8541669845581055, 0), ('VRTX', 60.09375, 0), ('WAT', 63.875, 0)]"
2000-07-24,"[('ABC', 8.6875, 0), ('AMD', 35.5, 0), ('AMD', 35.5, 0), ('BLK', 34.0, 0), ('CB', 35.5, 0), ('DGX', 25.28125, 0), ('DVA', 2.125, -1), ('DVA', 2.125, -1), ('GLW', 77.58333587646484, -1), ('JKHY', 22.125, 0), ('JNPR', 134.5, 0), ('LH', 25.359375, 0), ('MU', 78.9375, 0), ('NTAP', 85.0, 0), ('PENN', 0.8372430205345154, 0), ('REGN', 24.625, 0), ('TDY', 20.0, 0), ('TECH', 53.34375, 0), ('TRMB', 6.7291669845581055, -1), ('VRTX', 49.4375, 0), ('WAT', 59.875, 0)]"
2000-07-31,"[('ABC', 9.0, 0), ('AMD', 31.375, -1), ('AMD', 31.375, -1), ('BLK', 33.75, 0), ('CB', 33.875, 0), ('DGX', 26.78125, 0), ('JKHY', 21.5, 0), ('JNPR', 144.375, 0), ('LH', 26.75, 0), ('MU', 73.125, -1), ('NTAP', 84.5625, 0), ('PENN', 0.787784993648529, 0), ('REGN', 29.375, 0), ('TDY', 15.25, -1), ('TECH', 54.875, 0), ('VRTX', 58.625, 0), ('WAT', 67.46875, 0)]"
2000-08-07,"[('ABC', 9.3125, 0), ('BLK', 33.3125, 0), ('CB', 34.125, 0), ('DGX', 26.5, 0), ('JKHY', 20.625, 0), ('JNPR', 159.9375, 0), ('LH', 26.546875, 0), ('NTAP', 88.6875, 0), ('PENN', 0.8125140070915222, 0), ('REGN', 29.4375, 0), ('TECH', 46.78125, 0), ('VRTX', 61.0, 0), ('WAT', 70.6875, 0)]"
2000-08-14,"[('ABC', 8.921875, 0), ('BLK', 34.625, 0), ('CB', 35.4375, 0), ('DGX', 27.48046875, 0), ('JKHY', 21.25, 0), ('JNPR', 170.8125, 0), ('LH', 27.40625, 0), ('NTAP', 93.9375, 0), ('PENN', 0.819579005241394, 0), ('REGN', 33.125, 0), ('TECH', 36.5, 0), ('VRTX', 71.59375, 0), ('WAT', 71.15625, 0)]"
2000-08-21,"[('ABC', 8.703125, 0), ('BLK', 35.3125, 0), ('CB', 33.8125, 0), ('DGX', 29.6875, 0), ('IVZ', 42.400001525878906, 0), ('JKHY', 21.875, 0), ('JNPR', 190.9375, 0), ('LH', 28.5, 0), ('NTAP', 100.8125, 0), ('PENN', 0.7701219916343689, 0), ('REGN', 33.0, 0), ('TECH', 45.71875, 0), ('VRTX', 79.5625, 0), ('WAT', 78.4375, 0)]"
2000-08-28,"[('ABC', 8.703125, 0), ('BLK', 41.6875, 0), ('CB', 34.75, 0), ('DGX', 32.21875, 0), ('GLW', 113.33333587646484, 0), ('IVZ', 45.25, 0), ('JKHY', 22.0, 0), ('JNPR', 221.625, 0), ('LH', 30.75, 0), ('NTAP', 115.5, 0), ('PENN', 0.787784993648529, 0), ('REGN', 34.125, 0), ('TECH', 50.9375, 0), ('VRTX', 86.0, 0), ('WAT', 81.0, 0)]"
2000-09-04,"[('ABC', 8.546875, 0), ('BLK', 37.0, 0), ('CB', 34.9375, 0), ('DGX', 31.953125, 0), ('GLW', 101.625, 0), ('GLW', 101.625, 0), ('IVZ', 39.150001525878906, 0), ('IVZ', 39.150001525878906, 0), ('JKHY', 22.28125, 0), ('JNPR', 197.625, 0), ('LH', 31.453125, 0), ('NTAP', 113.5625, 0), ('PENN', 0.7842530012130737, 0), ('PPL', 18.118640899658203, 0), ('REGN', 32.375, 0), ('TECH', 44.84375, 0), ('VRTX', 86.1875, 0), ('WAT', 76.6875, 0)]"
2000-09-11,"[('ABC', 9.703125, 0), ('BLK', 38.0, 0), ('CB', 36.0625, 0), ('DGX', 28.953125, 0), ('GLW', 99.5, -1), ('GLW', 99.5, -1), ('IVZ', 41.849998474121094, 0), ('IVZ', 41.849998474121094, 0), ('JKHY', 22.5625, 0), ('JNPR', 201.6875, 0), ('LH', 32.296875, 0), ('NTAP', 118.0625, 0), ('PENN', 0.7418609857559204, 0), ('PPL', 18.402427673339844, 0), ('REGN', 36.0, 0), ('TECH', 46.125, 0), ('VRTX', 80.375, 0), ('WAT', 76.5, 0)]"
2000-09-18,"[('ABC', 10.570313453674316, 0), ('BLK', 34.625, 0), ('CB', 38.75, 0), ('DGX', 26.90625, 0), ('IVZ', 40.625, 0), ('IVZ', 40.625, 0), ('IVZ', 40.625, 0), ('JKHY', 21.875, 0), ('JNPR', 225.640625, 0), ('LH', 27.75, 0), ('NTAP', 147.375, 0), ('PENN', 0.7913179993629456, 0), ('PPL', 17.580175399780273, 0), ('REGN', 33.125, 0), ('TECH', 53.0, 0), ('VRTX', 88.8125, 0), ('WAT', 80.40625, 0)]"
2000-09-25,"[('ABC', 11.75, 0), ('BLK', 32.0, 0), ('CB', 39.25, 0), ('CNP', 39.199501037597656, 0), ('DGX', 28.69140625, 0), ('IVZ', 44.349998474121094, 0), ('IVZ', 44.349998474121094, 0), ('JKHY', 21.6875, 0), ('JNPR', 218.9375, 0), ('LH', 29.9375, 0), ('NTAP', 127.375, 0), ('PENN', 0.8602049946784973, 0), ('PPL', 19.450252532958984, 0), ('REGN', 32.625, 0), ('TECH', 56.0, 0), ('VRTX', 84.5, 0), ('WAT', 89.0, 0), ('WRB', 4.5514397621154785, 0)]"
2000-10-02,"[('ABC', 11.9375, 0), ('BLK', 37.0, 0), ('CB', 35.625, 0), ('CNP', 37.250064849853516, 0), ('DGX', 31.125, 0), ('IVZ', 43.599998474121094, 0), ('IVZ', 43.599998474121094, 0), ('JKHY', 22.25, 0), ('JNPR', 189.75, -1), ('LH', 30.375, 0), ('NTAP', 118.0625, 0), ('OKE', 9.343262672424316, 0), ('PENN', 0.9043639898300171, 0), ('PPL', 19.006380081176758, 0), ('REGN', 29.625, 0), ('TECH', 52.28125, 0), ('VRTX', 66.125, -1), ('WAT', 73.0, -1), ('WRB', 4.444444179534912, 0)]"
2000-10-09,"[('ABC', 11.296875, 0), ('BLK', 38.625, 0), ('CB', 34.375, 0), ('CNP', 37.67156219482422, 0), ('DGX', 30.4375, 0), ('IVZ', 39.775001525878906, 0), ('IVZ', 39.775001525878906, 0), ('IVZ', 39.775001525878906, 0), ('JKHY', 24.375, 0), ('LH', 30.3125, 0), ('NTAP', 121.4375, 0), ('OKE', 9.06966781616211, 0), ('OKE', 9.06966781616211, 0), ('PENN', 0.9750170111656189, 0), ('PPL', 19.47208023071289, 0), ('REGN', 25.9375, 0), ('TECH', 52.84375, 0), ('WRB', 4.329217910766602, 0)]"
2000-10-16,"[('ABC', 11.171875, 0), ('BLK', 42.0625, 0), ('CB', 37.9375, 0), ('CNP', 36.196311950683594, 0), ('DGX', 28.234375, 0), ('IVZ', 41.099998474121094, 0), ('IVZ', 41.099998474121094, 0), ('JKHY', 25.34375, 0), ('LH', 29.625, 0), ('NTAP', 148.625, 0), ('OKE', 8.850791931152344, 0), ('OKE', 8.850791931152344, 0), ('OKE', 8.850791931152344, 0), ('PENN', 0.9750170111656189, 0), ('PPL', 18.598894119262695, 0), ('REGN', 25.75, 0), ('TECH', 61.6875, 0), ('WRB', 4.444444179534912, 0)]"
2000-10-23,"[('ABC', 10.5, 0), ('BLK', 42.4375, 0), ('CB', 39.25, 0), ('CNP', 34.61568832397461, 0), ('CNP', 34.61568832397461, 0), ('DGX', 22.625, -1), ('IVZ', 44.099998474121094, 0), ('IVZ', 44.099998474121094, 0), ('JKHY', 27.4375, 0), ('LH', 32.25, 0), ('NTAP', 123.0, 0), ('OKE', 8.495119094848633, -1), ('OKE', 8.495119094848633, -1), ('PENN', 0.9467560052871704, 0), ('PPL', 18.74442481994629, 0), ('REGN', 24.125, 0), ('TECH', 53.53125, 0), ('WRB', 4.510287761688232, 0)]"
2000-10-30,"[('ABC', 10.171875, 0), ('BLK', 43.6875, 0), ('CB', 39.0625, 0), ('CNP', 34.510311126708984, 0), ('CNP', 34.510311126708984, 0), ('CNP', 34.510311126708984, 0), ('HUM', 12.625, 0), ('IVZ', 50.599998474121094, 0), ('IVZ', 50.599998474121094, 0), ('JKHY', 28.25, 0), ('LH', 33.21875, 0), ('NTAP', 108.375, -1), ('PENN', 0.9600030183792114, 0), ('PPL', 18.860849380493164, 0), ('REGN', 26.0625, 0), ('STE', 15.625, 0), ('TECH', 56.40625, 0), ('VRTX', 93.875, 0), ('WRB', 4.592593193054199, 0)]"
2000-11-06,"[('ABC', 11.671875, 0), ('BLK', 44.125, 0), ('CB', 40.125, 0), ('CNP', 34.45762634277344, 0), ('CNP', 34.45762634277344, 0), ('CNP', 34.45762634277344, 0), ('HUM', 13.625, 0), ('IVZ', 45.875, 0), ('IVZ', 45.875, 0), ('JKHY', 28.625, 0), ('LH', 36.75, 0), ('PENN', 0.9220269918441772, 0), ('PPL', 18.045875549316406, 0), ('REGN', 25.625, 0), ('STE', 16.3125, 0), ('TECH', 51.53125, 0), ('VRTX', 88.8125, -1), ('WRB', 4.77366304397583, 0)]"
2000-11-13,"[('ABC', 11.984375, 0), ('BLK', 46.5625, 0), ('CB', 40.0, 0), ('CNP', 34.93181228637695, 0), ('CNP', 34.93181228637695, 0), ('HUM', 14.5625, 0), ('IVZ', 47.4375, 0), ('IVZ', 47.4375, 0), ('JKHY', 26.875, 0), ('LH', 37.3125, 0), ('PENN', 0.858439028263092, 0), ('PPL', 18.977275848388672, 0), ('REGN', 24.9375, 0), ('STE', 15.5625, 0), ('STE', 15.5625, 0), ('TECH', 47.5, 0), ('WRB', 4.938271999359131, 0)]"
2000-11-20,"[('ABC', 12.328125, 0), ('BLK', 42.5, 0), ('CB', 38.8125, 0), ('CNP', 33.6146240234375, 0), ('CNP', 33.6146240234375, 0), ('CNP', 33.6146240234375, 0), ('HUM', 12.0625, 0), ('IVZ', 38.9375, -1), ('IVZ', 38.9375, -1), ('JKHY', 26.0, 0), ('LH', 34.765625, 0), ('PENN', 0.8407750129699707, 0), ('PPL', 19.122806549072266, 0), ('REGN', 23.0625, 0), ('STE', 15.5, 0), ('STE', 15.5, 0), ('STE', 15.5, 0), ('TECH', 46.0, 0), ('WRB', 5.053497791290283, 0)]"
2000-11-27,"[('ABC', 12.21875, 0), ('BLK', 43.8125, 0), ('CB', 39.25, 0), ('CNP', 34.03612518310547, 0), ('CNP', 34.03612518310547, 0), ('CNP', 34.03612518310547, 0), ('HUM', 12.8125, 0), ('JKHY', 28.25, 0), ('LH', 35.4375, 0), ('PENN', 0.9538210034370422, 0), ('PPL', 19.5885066986084, 0), ('REGN', 27.8125, 0), ('STE', 15.25, -1), ('STE', 15.25, -1), ('TECH', 47.125, 0), ('WRB', 4.944444179534912, 0)]"
2000-12-04,"[('ABC', 10.6875, 0), ('BLK', 47.5, 0), ('CB', 43.5625, 0), ('CNP', 33.298500061035156, 0), ('CNP', 33.298500061035156, 0), ('CNP', 33.298500061035156, 0), ('HUM', 12.8125, 0), ('JKHY', 30.25, 0), ('LH', 36.9375, 0), ('MET', 32.531192779541016, 0), ('PENN', 0.8443080186843872, 0), ('PPL', 19.617612838745117, 0), ('REGN', 32.875, 0), ('TECH', 41.125, 0), ('WRB', 5.267489910125732, 0)]"
2000-12-11,"[('ABC', 11.5, 0), ('BLK', 43.1875, 0), ('CB', 38.0625, 0), ('CNP', 33.50925064086914, 0), ('CNP', 33.50925064086914, 0), ('CNP', 33.50925064086914, 0), ('HUM', 12.125, 0), ('JKHY', 29.1015625, 0), ('LH', 39.265625, 0), ('MET', 31.19429588317871, 0), ('PENN', 0.544031023979187, -1), ('PPL', 19.210124969482422, 0), ('REGN', 34.8125, 0), ('TECH', 36.0, 0), ('WRB', 5.2839508056640625, 0)]"
2000-12-18,"[('ABC', 12.484375, 0), ('BLK', 38.5, -1), ('CB', 40.4375, 0), ('CNP', 36.14362335205078, 0), ('CNP', 36.14362335205078, 0), ('HUM', 14.3125, 0), ('JKHY', 28.625, 0), ('LH', 41.484375, 0), ('MET', 30.247325897216797, 0), ('PPL', 20.92739486694336, 0), ('REGN', 38.9375, 0), ('TECH', 35.5, 0), ('WRB', 6.041152000427246, 0)]"
2000-12-25,"[('ABC', 12.625, 0), ('CB', 42.4375, 0), ('CNP', 36.5124397277832, 0), ('CNP', 36.5124397277832, 0), ('HUM', 15.25, 0), ('JKHY', 31.0625, 0), ('LH', 44.0, 0), ('MET', 31.19429588317871, 0), ('NVR', 123.5999984741211, 0), ('PPL', 21.043819427490234, 0), ('REGN', 35.265625, 0), ('TECH', 36.0625, 0), ('WRB', 6.213992118835449, 0)]"
2001-01-01,"[('ABC', 11.28125, 0), ('CB', 37.9375, 0), ('CNP', 30.874874114990234, -1), ('CNP', 30.874874114990234, -1), ('HUM', 13.625, 0), ('JKHY', 28.75, 0), ('LH', 33.0, 0), ('MET', 28.130569458007812, 0), ('NVR', 124.5, 0), ('PPL', 17.318218231201172, -1), ('REGN', 31.125, 0), ('TECH', 25.9375, -1), ('WRB', 5.3333330154418945, 0)]"
2001-01-08,"[('ABC', 12.28125, 0), ('CB', 34.8125, 0), ('HUM', 13.625, 0), ('JKHY', 30.0, 0), ('LH', 33.734375, 0), ('MET', 27.629234313964844, 0), ('MET', 27.629234313964844, 0), ('NVR', 127.5199966430664, 0), ('REGN', 34.75, 0), ('WRB', 5.302468776702881, 0)]"
2001-01-15,"[('ABC', 10.515625, -1), ('CB', 35.5625, 0), ('HUM', 11.0, -1), ('JKHY', 21.9609375, -1), ('LH', 30.296875, 0), ('MET', 27.684938430786133, 0), ('MET', 27.684938430786133, 0), ('MET', 27.684938430786133, 0), ('NVR', 118.5, 0), ('REGN', 33.875, 0), ('WRB', 5.012345790863037, 0)]"
2001-01-22,"[('CB', 38.4375, 0), ('LH', 35.59375, 0), ('MET', 29.300357818603516, 0), ('MET', 29.300357818603516, 0), ('NVR', 114.0999984741211, 0), ('REGN', 33.125, 0), ('WRB', 4.831275939941406, 0)]"
2001-01-29,"[('ATVI', 1.6666669845581055, 0), ('CB', 37.95000076293945, 0), ('DVA', 6.25, 0), ('LH', 33.0625, 0), ('MET', 29.76827049255371, 0), ('MET', 29.76827049255371, 0), ('NVR', 114.37000274658203, 0), ('REGN', 32.3125, 0), ('WRB', 4.722221851348877, 0)]"
2001-02-05,"[('ATVI', 1.7395830154418945, 0), ('CB', 37.709999084472656, 0), ('DVA', 5.016666889190674, -1), ('LH', 33.625, 0), ('MET', 28.92156982421875, 0), ('MET', 28.92156982421875, 0), ('NVR', 129.39999389648438, 0), ('REGN', 32.125, 0), ('WRB', 5.168724060058594, 0)]"
2001-02-12,"[('ATVI', 1.8541669845581055, 0), ('CB', 37.75, 0), ('LH', 36.3125, 0), ('MET', 28.65418815612793, 0), ('MET', 28.65418815612793, 0), ('NVR', 142.60000610351562, 0), ('REGN', 33.8125, 0), ('WRB', 5.547325134277344, 0)]"
2001-02-19,"[('ATVI', 1.875, 0), ('CB', 36.599998474121094, 0), ('LH', 36.75, 0), ('MET', 27.040998458862305, 0), ('MET', 27.040998458862305, 0), ('MET', 27.040998458862305, 0), ('NVR', 135.75, 0), ('REGN', 32.0, 0), ('WRB', 5.606996059417725, 0)]"
2001-02-26,"[('ATVI', 1.9375, 0), ('CB', 37.599998474121094, 0), ('LH', 39.4275016784668, 0), ('MET', 28.36898422241211, 0), ('MET', 28.36898422241211, 0), ('NVR', 152.92999267578125, 0), ('REGN', 30.0, 0), ('WRB', 6.074073791503906, 0)]"
2001-03-05,"[('ATVI', 2.0520830154418945, 0), ('CB', 37.959999084472656, 0), ('LH', 35.599998474121094, 0), ('MET', 28.903743743896484, 0), ('MET', 28.903743743896484, 0), ('NVR', 158.02999877929688, 0), ('REGN', 26.015625, 0), ('WRB', 6.337449073791504, 0)]"
2001-03-12,"[('ATVI', 1.9375, 0), ('CB', 37.5099983215332, 0), ('LH', 31.1200008392334, 0), ('MET', 25.31194305419922, -1), ('MET', 25.31194305419922, -1), ('NVR', 150.6999969482422, 0), ('REGN', 22.9375, 0), ('WRB', 6.024691104888916, 0)]"
2001-03-19,"[('ATVI', 1.9791669845581055, 0), ('CB', 33.29999923706055, 0), ('LH', 29.75, 0), ('NVR', 159.9499969482422, 0), ('REGN', 23.875, 0), ('WRB', 6.0905351638793945, 0)]"
2001-03-26,"[('ATVI', 2.0260419845581055, 0), ('CB', 36.7599983215332, 0), ('KMX', 3.7699999809265137, 0), ('LH', 30.0625, 0), ('NVR', 163.0, 0), ('REGN', 22.1875, 0), ('WRB', 5.9341559410095215, 0)]"
2001-04-02,"[('ATVI', 1.8802080154418945, 0), ('CB', 31.969999313354492, 0), ('CB', 31.969999313354492, 0), ('KMX', 3.8499999046325684, 0), ('LH', 29.612499237060547, 0), ('NVR', 166.0, 0), ('REGN', 22.3125, 0), ('WRB', 5.670782089233398, 0)]"
2001-04-09,"[('ATVI', 1.9083329439163208, 0), ('CB', 32.029998779296875, 0), ('CB', 32.029998779296875, 0), ('CB', 32.029998779296875, 0), ('KMX', 3.994999885559082, 0), ('LH', 32.900001525878906, 0), ('NVR', 168.49000549316406, 0), ('REGN', 25.690000534057617, 0), ('WRB', 5.6177778244018555, 0)]"
2001-04-16,"[('ATVI', 2.1641669273376465, 0), ('CB', 35.25, 0), ('CB', 35.25, 0), ('KMX', 4.195000171661377, 0), ('LH', 34.32500076293945, 0), ('NVR', 170.60000610351562, 0), ('REGN', 28.200000762939453, 0), ('WRB', 5.425514221191406, 0)]"
2001-04-23,"[('ATVI', 2.247499942779541, 0), ('CB', 35.209999084472656, 0), ('CB', 35.209999084472656, 0), ('KMX', 5.204999923706055, 0), ('LH', 35.974998474121094, 0), ('NVR', 196.0, 0), ('REGN', 29.040000915527344, 0), ('WRB', 5.4189300537109375, 0)]"
2001-04-30,"[('ATVI', 2.2391669750213623, 0), ('BKNG', 36.47999954223633, 0), ('CB', 34.88999938964844, 0), ('CB', 34.88999938964844, 0), ('KMX', 5.275000095367432, 0), ('LH', 34.849998474121094, 0), ('NVR', 185.25, 0), ('REGN', 28.639999389648438, 0), ('WRB', 5.458436012268066, 0)]"
2001-05-07,"[('ATVI', 2.391666889190674, 0), ('BKNG', 28.860000610351562, 0), ('CB', 35.25, 0), ('CB', 35.25, 0), ('KMX', 6.53000020980835, 0), ('LH', 31.162500381469727, 0), ('NVR', 192.60000610351562, 0), ('REGN', 26.440000534057617, 0), ('WRB', 5.263538837432861, 0)]"
2001-05-14,"[('ATVI', 2.365833044052124, 0), ('BKNG', 29.639999389648438, 0), ('CB', 37.29999923706055, 0), ('CB', 37.29999923706055, 0), ('EBAY', 6.590909004211426, 0), ('KMX', 6.880000114440918, 0), ('LH', 35.287498474121094, 0), ('NVR', 194.9499969482422, 0), ('REGN', 30.020000457763672, 0), ('WRB', 5.230617046356201, 0)]"
2001-05-21,"[('ATVI', 2.8566670417785645, 0), ('BKNG', 31.200000762939453, 0), ('CB', 37.34000015258789, 0), ('CB', 37.34000015258789, 0), ('EBAY', 6.544612884521484, 0), ('KMX', 7.5, 0), ('LH', 33.54999923706055, 0), ('NVR', 177.49000549316406, 0), ('PENN', 1.2124119997024536, 0), ('REGN', 31.15999984741211, 0), ('TTWO', 13.366666793823242, 0), ('WRB', 5.254321098327637, 0)]"
2001-05-28,"[('ATVI', 2.9625000953674316, 0), ('BKNG', 31.739999771118164, 0), ('CB', 38.099998474121094, 0), ('CB', 38.099998474121094, 0), ('EBAY', 6.444654941558838, 0), ('KMX', 7.724999904632568, 0), ('LH', 37.087501525878906, 0), ('NVR', 170.0, 0), ('PENN', 1.139497995376587, 0), ('PENN', 1.139497995376587, 0), ('REGN', 33.63999938964844, 0), ('TTWO', 13.933333396911621, 0), ('WRB', 5.702057838439941, 0)]"
2001-06-04,"[('ATVI', 3.2291669845581055, 0), ('BKNG', 46.2599983215332, 0), ('CB', 39.65999984741211, 0), ('CB', 39.65999984741211, 0), ('EBAY', 6.686657905578613, 0), ('KMX', 7.474999904632568, 0), ('LH', 40.994998931884766, 0), ('NVR', 158.0, 0), ('PENN', 1.243499994277954, 0), ('PENN', 1.243499994277954, 0), ('REGN', 35.880001068115234, 0), ('TTWO', 15.793333053588867, 0), ('WRB', 5.775802135467529, 0)]"
